"id","member_id","category_id","sub_category_id","created_at","updated_at"
"742","955","6","1",NULL,NULL
"743","957","6","1",NULL,NULL
"744","958","6","1",NULL,NULL
"745","959","6","1",NULL,NULL
"746","961","6","1",NULL,NULL
"747","963","6","1",NULL,NULL
"748","967","6","1",NULL,NULL
"749","968","6","1",NULL,NULL
"750","969","6","1",NULL,NULL
"751","971","6","1",NULL,NULL
"752","972","6","1",NULL,NULL
"753","974","6","1",NULL,NULL
"754","975","6","1",NULL,NULL
"755","976","6","1",NULL,NULL
"756","977","6","1",NULL,NULL
"757","978","6","1",NULL,NULL
"758","980","6","1",NULL,NULL
"759","981","6","1",NULL,NULL
"760","982","6","1",NULL,NULL
"761","983","6","1",NULL,NULL
"762","984","6","1",NULL,NULL
"763","985","6","1",NULL,NULL
"764","987","6","1",NULL,NULL
"765","989","6","1",NULL,NULL
"766","991","6","1",NULL,NULL
"767","992","6","1",NULL,NULL
"768","996","6","1",NULL,NULL
"769","997","6","1",NULL,NULL
"770","998","6","1",NULL,NULL
"771","999","6","1",NULL,NULL
"772","1000","6","1",NULL,NULL
"773","1001","6","1",NULL,NULL
"774","1002","6","1",NULL,NULL
"775","1003","6","1",NULL,NULL
"776","1004","6","1",NULL,NULL
"777","1005","6","1",NULL,NULL
"778","1006","6","1",NULL,NULL
"779","1007","6","1",NULL,NULL
"780","1010","6","1",NULL,NULL
"781","1012","6","1",NULL,NULL
"782","1013","6","1",NULL,NULL
"783","1016","6","1",NULL,NULL
"784","1018","6","1",NULL,NULL
"785","1023","6","1",NULL,NULL
"786","1025","6","1",NULL,NULL
"787","1028","6","1",NULL,NULL
"788","1029","6","1",NULL,NULL
"789","1030","6","1",NULL,NULL
"790","1031","6","1",NULL,NULL
"791","1032","6","1",NULL,NULL
"792","1033","6","1",NULL,NULL
"793","1034","6","1",NULL,NULL
"794","1035","6","1",NULL,NULL
"795","1037","6","1",NULL,NULL
"796","1038","6","1",NULL,NULL
"797","1039","6","1",NULL,NULL
"798","1040","6","1",NULL,NULL
"799","1041","6","1",NULL,NULL
"800","1042","6","1",NULL,NULL
"801","1043","6","1",NULL,NULL
"802","1044","6","1",NULL,NULL
"803","1045","6","1",NULL,NULL
"804","1046","6","1",NULL,NULL
"805","1047","6","1",NULL,NULL
"806","1051","6","1",NULL,NULL
"807","1055","6","1",NULL,NULL
"808","1056","6","1",NULL,NULL
"809","1057","6","1",NULL,NULL
